name,place,education,expersion,highSalary,lowSalary,fuli,yaoqiu
大数据开发工程师,北京,本科,5-10年,20,40K,带薪年假扁平管理美女如云领导nice移动互联网移动广告公司氛围好年度旅游带薪年假扁平管理美女如云领导nice移动互联网移动广告公司氛围好年度旅游带薪年假扁平管理美女如云领导nice移动互联网移动广告公司氛围好年度旅游,"1.     负责PB级别用户数据实时/离线计算的架构设计和开发；2.     构建数据管理平台,用于存储、计算、分析、挖掘用户行为、用户交易等日志数据处理和分析；3.     对大数据相关的前沿技术进行预研，利用挖掘技术分析用户偏好特征，构建用户画像、精细化运营等业务的数据基础；1.     本科及以上学历，计算机或者数学等相关专业；2.     熟练掌握Java/scala/Python(任意一种即可)语言，熟练Linux开发环境以及Shell、Python常用脚本语言；3.     3年以上大数据开发经验，熟练使用Hadoop，Spark，Storm，Hive，Hbase，ES等开源技术，并对其中1到2个组件有定制开发或者开源贡献；4.     在实时计算、多维度olap分析方面有实践经验；5.     对技术有执着的热情。加分项1.     有图像对比、音频对比实践经验；2.     具有DMP、程序化广告、网盟、广告监测、反作弊、风控等业务经验；"
数据分析师（指标方向）,北京,本科,3-5年,8,12K,领导nice移动互联网公司氛围好带薪年假免费零食美女如云领导nice移动互联网公司氛围好带薪年假免费零食美女如云领导nice移动互联网公司氛围好带薪年假免费零食美女如云,1.负责数据分析项目的数据挖掘模型构建；2.负责公司业务所需榜单计算及指标研发；3.参与数据挖掘模型的构建、维护、部署和评估；4.根据公司产品业务方向，进行整体行业及细分市场调研，输出产品所需数据指标定义、算法及规则，支持公司的产品发展；1.统计学、数学、计算机、数理统计、数据挖掘等相关专业大学本科以上学历；2.四年以上数据分析或数据挖掘工作经验；3.熟练使用数理统计、数据分析、数据挖掘工具软件（如SPSS、SAS、R等）；4.熟练使用Python及MySql；5.善于沟通、具有较强的团队合作精神和组织、协调能力，有较强的职业责任心；6.熟悉VBA编程和Spark者优先；7.了解或熟悉数据挖掘理论与实践者优先；8.熟悉影视文化娱乐行业者优先。
大数据分析师,北京,本科,1-3年,15,30K,,1、面向线上、线下数据进行建模、处理、入库、分析等，建立可供企业各个业务领域使用的数据(访问、可视化、分析)服务。2、负责数据治理平台的搭建和管理，与相关团队协作进行数据建模工作，推动业务部门的数据治理。3、提炼数据分析和业务洞察的需求，与相关团队协作并推动数据产品的落地。1、具有2年以上数据分析、数据挖掘、BI等相关经验。2、熟练地使用数据分析相关的语言例如Python、R等。3、熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理，并具备相关项目经验。4、精通使用SQL访问和处理数据系统中的数据。5、了解常用分布式计算和存储框架Hadoop/HDFS/Hive/Spark等，具备相关项目经验优先6、具备良好的数据敏感度，能从大量数据提炼核心结果，并用简洁清晰的方式呈现数据分析背后的业务逻辑。
交通数据分析师,北京,本科,1-3年,15,25K,,"1、	负责交通行业各类大数据的处理、分析及挖掘算法研究与建模工作2、	负责交通相应产品数据交付包括数据集及相关分析报告3、	辅助研究院相关人员与高校或研究机构开展科研工作并形成科研分析成果提供技术支撑。?	1、交通运输工程类（本科计算数学或计算机专业者优先）或GIS相关专业硕士研究生及以上学历；?	2、具备较强的编程和数学基础，有开发大数据分析、交通分析核心算法开发、大数据平台架构经验者优先。3、熟悉常用数据挖掘算法（如分类、聚类、回归、关联规则、神经网络等）及其原理，并具备相关项目经验。4、精通使用SQL访问和处理数据系统中的数据。5、了解常用分布式计算和存储框架Hadoop/HDFS/Hive/Spark等，具备相关项目经验优先6、具备良好的数据敏感度，能从大量数据提炼核心结果，并用简洁清晰的方式呈现数据分析背后的业务逻辑。7、有良好的跨团队、部门沟通及资源整合能力，能够独立开展研究项目。"
JAVA实习生（大数据方向）,北京,6个月,5天/周,150,200/天,五险一金定期体检年终奖股票期权带薪年假零食下午茶五险一金定期体检年终奖股票期权带薪年假零食下午茶,1、负责客户现场数据库运维相关工作；2、负责相关Java应用程序代码的编写；3、必要时需要阅读与编写Scala代码；4、结合NoSQL、Hadoop、Spark、Storm等前沿技术开发大数据应用解决方案。1、大学本科及以上学历，计算机相关专业优先2、20年毕业优先，实习表现良好可直接转正；3、具有团队协作精神，工作严谨主动，人际交往能力良好；4、要求能够全职实习我们提供：与行业大牛一起工作的机会毕业转正对公司职位感兴趣可以直接发送简历至：*****
高级大数据研发工程师,北京,本科,3-5年,10,20K,带薪年假美女如云免费零食地铁周边领导nice公司氛围好大数据扁平管理带薪年假美女如云免费零食地铁周边领导nice公司氛围好大数据扁平管理带薪年假美女如云免费零食地铁周边领导nice公司氛围好大数据扁平管理,负责海量互联网日志的分析、数据挖掘、需求对接，开发ETL流程，编写shell脚本和java程序，提升数据质量，优化数据模型。1. 计算机相关专业本科以上学历，编程基础扎实，有3年以上大数据开发经验；2. 对Hadoop生态和体系架构有深入理解，熟悉Spark，Hive等常用开源工具；3. 熟悉Flume，kakfa，scribe等日志收集体系；4. 有用户行为日志采集、海量数据处理、数据建模方面经验；5. 擅长梳理需求，积累文档，具有良好的逻辑性思维，能协调好各方需求；6. 能快速的学习新的开源框架和知识体系，并应用到我们的架构体系中；7. 能快速的学习业务领域知识，并具有一定的产品思维和良好的职业素养；
车型数据专员,北京,大专,3-5年,6,8K,五险一金补充医疗保险定期体检年终奖带薪年假员工旅游节日福利五险一金补充医疗保险定期体检年终奖带薪年假员工旅游节日福利,"1.及时通过各种渠道获取新上市车型及车型资料，重新编排组织成标准格式添加到数据库中；2.维护数据库中已有车型的参数、图片，保证数据的准确性、及时性与延展性，并对数据的准确性负责；3.建设和更新维护车型库及相关数据产品；4.对数据进行校验检查，包括检查遗漏数据、多余数据和错误数据，进行增加、删除和修改操作；5.与各部门密切配合，根据用户信息反馈及时更新并修正产品信息，以保证数据的准确性；6.对汽车参配数据研究7.分析车辆型号解析匹配工作8.为客户解答数据问题；9.上级交代的其他任务1.大专以上学历；2.对汽车应具有一定爱好，辛勤刻苦，实现自我价值；3.具有强烈的学习意愿和快速学习能力；4.具有很强的团队意识和服务意识；5.有较强的沟通合作能力；6.有较高的个人综合素质，能够在压力下工作，并且有良好的适应能力；能适应经常加班或突击完成某个项目的能力；7.汽车专业及汽车行业工作有经验者优先；相关福利：1.日工作8小时，周末双休，法定节假日；2.入职购买六险一金；3.不定时下午茶爽到爆；4.生日问候生日礼品；5.每年旅游活动；6.节假日礼品礼金丰厚；7.项目奖、年终奖，奖金丰厚；8.婚假、产假、带薪年假等假日多多；9. 每年提供免费体检；10.领导Nice,晋升机会多。"
Power BI 数据分析师,北京,大专,经验不限,8,12K,五险一金员工旅游节日福利零食下午茶年底十三薪五险一金员工旅游节日福利零食下午茶年底十三薪不打卡免费零食地铁周边领导nice,工作内容：1.直接对接客户，能够根据客户公司数据的情况以及数据需求撰写项目方案2.通过数据分析、挖掘、建模、统计，构建数据模型3.通过对项目的实施和整理，撰写项目方案。4.负责客户委托项目整体计划、组织、运作、管理。1.精通Excel和Power BI相关组件，熟悉SQL等工具处理数据。2.R、Python、SPSS、SAS等分析工具至少掌握一种。3.统计学、计算机专业优先。4.三年以上工作经验，能够适应出差。北京敏捷艾科数据技术有限公司创立于2015年，是微软官方合作伙伴。我们为客户提供专业的Power BI商业智能（BI )解决方案，及相关的培训、咨询、建模、开发、可视化等服务。公司地址：北京市朝阳区望京博雅国际中心B座536 (邮编：100000) 地图公司官网：http://www.agileex.com
高级数据分析咨询师,北京,本科,5-10年,15,30K,五险一金补充医疗保险定期体检年终奖股票期权带薪年假五险一金补充医疗保险定期体检年终奖股票期权带薪年假地铁周边带薪年假扁平管理不打卡公司氛围好年终分红移动互联网大数据公司,高级数据分析师——数据智能时代最性感的岗位！1、在企业数据化管理咨询项目、企业数字化转型咨询服务中依据项目经理安排完成相关的数据分析和咨询服务工作，包括数据处理、数据分析、数据分析报告撰写、客户沟通、为客户提供数据分析方面的培训、跟踪相关咨询方案的落地实施情况等；2、在日常工作中总结沉淀咨询服务内容，开发相关培训课程课件，满足咨询服务交付需求，或开发在线课程为企业客户服务；3、能够结合客户业务场景，设计数据分析与挖掘应用，能够辅导数据分析咨询师完成相关算法，能够解读数据分析结果，同客户进行沟通，辅导客户完成业务落地。4、公司专业序列其它相关职能要求；5、项目经理或公司高层安排的其它临时性工作。1、管理学、经济学、计量经济学、市场营销、统计学、数学和IT方向，重点大学本科以上学历，有较强的学习能力；2、5年以上相关工作经验；3、从事过管理咨询工作、企业管理培训师、数据分析、业务分析、商业智能等岗位者尤佳；4、有带团队能力或有乙方项目经理经验者尤佳；5、擅长并喜欢数据分析、市场分析、业务分析；6、热爱数据分析和咨询服务工作，能够接受频繁出差。其它说明：1、公司根据个人能力给予薪酬定级，10K到50K不等，根据跟人工作能力和工作成绩，每年核定一次职级和薪酬；2、基本薪酬之外，公司提供项目奖金、项目结项奖金、项目续签奖金、授课课酬等一系列其它激励；3、公司提供职级晋升通道，从DA4到DA10不等，管理方面晋级通道从M1到M10不等；4、公司提供基本的五险一金；5、公司为培训+咨询+技术服务型数据科技公司，为企业客户提供数字化转型和数据化管理升级的培训、咨询和平台等服务，目前处在快速发展期，表现优异者有机会进入合伙序列，享受公司持续增长红利。明悦数据成立于2012年，是国内领先的企业数字化转型整体解决方案提供商。我们基于扎实的管理理论功底、前沿的数据技术、一线的咨询实战经验，帮助企业利用信息化、大数据分析、物联网、人工智能等前沿数字技术，实现经营管理数据化、工业生产数字化、产品服务数字化、客户体验数字化，最终实现经营管理智能化。
大数据建模科学家,北京,硕士,10年以上,50,100K,五险一金带薪年假五险一金带薪年假带薪年假年度旅游年终分红美女如云领导nice公司氛围好,1、参与公司大数据建模项目，依据CRISP-DM标准建模流程，完成模型由需求到上线部署，以及模型实际应用后的参数调优；2、参与公司大数据产品设计，为数据产品的设计提供相应支持；3、参与模型理论设计论证讨论，在个人研究的垂直细分领域进行深入的建模研究工作；4、参与高校的学术研讨会或联合相关研究人员，发表数据建模相关研究成果；5、支撑公司战略核心产品的研发工作。1、博士学位，硕士学位；三年以上工作经验；计算机，数学，物理，统计学，通信，认知学或相关专业；2、英文读写能力强，精通Python，R编程或有三年以上C++或JAVA经验，有深度学习框架使用开发经验优先；3、具有较强的沟通能力和资源整合能力；4、热衷于技术创新，适应在高强度的工作压力，善于运用资源拿到结果；5、对数据挖掘建模兴趣浓厚，志在成为数据科学家；6、有机器学习和推荐，分布式计算系统， 大规模优化算法，熟悉贝叶斯模型和Graphical models等经验人士优先考虑。创建于2010年的九次方大数据（JUSFOUN BIGDATA)是中国最领先的大数据资产运营商，目前在职员工1500多人，是中国第一家提出数据资产运营的公司，同时也是贵阳大数据交易所的创始者。公司坚持以“贡献中国数据智慧，释放全球数据价值”为使命，通过“三轴一平台一中心”战略，构建完整的大数据生态链。
数据分析师,北京,本科,1-3年,9,14K,五险一金年终奖股票期权带薪年假餐补五险一金年终奖股票期权带薪年假餐补泛娱乐股票期权扁平管理移动互联网午饭晚饭大数据,了解公司两个渠道：1. 服务号 “云合数据”， 菜单为部分工具入口；可以扫一扫之前发过的文章；2. 官网 www.enlightent.com2019.6更新：能在有限指导下完成咨询报告优先工作环境简单，完全不需要拍马屁等职场技巧；接触多种工具，强大技术基础；如果个人有意愿，有很多和客户接触的机会。如果你是追剧达人，又对数字敏感，那这个职位就再合适你不过了。1、 负责影视娱乐行业数据分析项目的需求调研、数据分析、商业分析，编写并整理提交数据咨询报告。2、负责日常项目的需求管理、解决方案策划和独立提案，支持公司的产品发展。3、 进行整体行业及细分市场调研与研究，定期输出专题研究报告。1、 统计学、数学、计算机、数理统计、数据挖掘专业方向或社会学、心理学、传播学、市场营销等相关专业大学本科以上学历；2、具有良好的数据敏感性和数据分析能力3、有独立完成分析报告能力，ppt excel高手4、 熟悉影视文化娱乐行业者优先影视娱乐行业大数据平台，提升内容生产变现效率。年轻团队，融资完成公司有阿姨做健康午餐
数据处理工程师,北京,本科,1-3年,7,14K,,1. 熟悉LINUX操作系统常用命令；2. 熟悉ORACLE 数据库，熟悉SQL语句编写、存储过程及Kettle数据处理、清洗工作；3. 熟悉Mysql；4. 具备较强的语言表达能力，能与客户顺畅沟通；5. 具备较强的学习与动手能力；6. 熟悉大数据相关技术的优先；7. 有一定的软件开发能力的优先。工作内容1、负责项目的数据处理、抽取、清洗、转换工作；2、在软件平台基础上的数据分析、情报研判工作要求统招本科。
大数据科学院数据科学家,北京,博士,3-5年,30,50K,五险一金带薪年假五险一金带薪年假,1、参与公司大数据建模项目，依据CRISP-DM标准建模流程，完成模型由需求到上线部署，以及模型实际应用后的参数调优；2、参与公司大数据产品设计，为数据产品的设计提供相应支持；3、参与模型理论设计论证讨论，在个人研究的垂直细分领域进行深入的建模研究工作；4、参与高校的学术研讨会或联合相关研究人员，发表数据建模相关研究成果；5、支撑公司战略核心产品的研发工作。1、博士学位，硕士学位；三年以上工作经验；计算机，数学，物理，统计学，通信，认知学或相关专业；2、英文读写能力强，精通Python，R编程或有三年以上C++或JAVA经验，有深度学习框架使用开发经验优先；3、具有较强的沟通能力和资源整合能力；4、热衷于技术创新，适应在高强度的工作压力，善于运用资源拿到结果；5、对数据挖掘建模兴趣浓厚，志在成为数据科学家；6、有机器学习和推荐，分布式计算系统， 大规模优化算法，熟悉贝叶斯模型和Graphical models等经验人士优先考虑。
数据分析师,北京,本科,1-3年,6,10K,五险一金全勤奖年终奖股票期权带薪年假员工旅游餐补通讯补贴节日福利住房补贴零食下午茶五险一金全勤奖年终奖股票期权带薪年假员工旅游餐补通讯补贴节日福利住房补贴零食下午茶股票期权免费零食年终分红扁平管理年度旅游地铁周边移动互联网医疗,精通spss、R语言，精通常用统计方法和统计思路，具有良好的英文阅读能力，具有快速学习能力。公司在上岸站地铁口，可提供免费住宿。沉淀多年的行业实践，年轻激情的团队，前途无限的政府管理、调研和医疗创新
中级数据分析师,北京,本科,3-5年,11,20K,,将要做什么↓1、深入了解业务和项目，构建业务分析维度和逻辑；2、根据业务需要，进行数据报表开发，提供业务的数据报表；3、整理项目中所需的项目文档，结合业务需求及时更新、完善数据，优化已有报表，提升数据质量；4、用tableau对需要分析的数据进行可视化展现。需要哪些能力↓1、3年以上数据分析工作经验，统招本科及以上学历，应用数学、统计学或计算机专业毕业；2、加分项：1年以上tableau或其他BI软件使用经验；已取得tableau证书认证者优先；3、熟练使用Excel中的函数以及透视表，掌握SQL语句，有数据库使用经验；4、对BI及数据可视化感兴趣，对数据敏感，熟悉各类数据分析方法；5、出色的逻辑思维能力、学习能力，具有优秀的团队合作精神。优阅达DKM面试技能检验：本岗位面试人员需要下载公司产品并进行尝试操作，面试环节将检验面试者对基础产品的学习程度最新产品下载链接 http://www.tableau.com/partner-trial?id=33616在线技术学习QQ群：203502685
